method,document_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention,ocr_token_count,latency_ms
OCR + Presidio receipt de-identification,54,valid,2,5,0,5,2,100.0,0.634,13,253.7
OCR + spaCy receipt de-identification,54,valid,2,9,1,8,1,53.7,0.366,13,253.7
Proposed multimodal mediation,54,valid,2,6,0,6,2,100.0,0.524,13,253.7
Raw OCR text prompt,55,valid,4,0,0,0,4,100.0,1.000,10,300.9
OCR + regex masking,55,valid,4,4,1,3,3,85.4,0.673,10,300.9
OCR + generic de-identification,55,valid,4,4,1,3,3,85.4,0.673,10,300.9
OCR + Presidio receipt de-identification,55,valid,4,6,3,3,1,7.3,0.673,10,300.9
OCR + spaCy receipt de-identification,55,valid,4,9,3,6,1,39.0,0.164,10,300.9
Proposed multimodal mediation,55,valid,4,7,4,3,0,0.0,0.673,10,300.9
Raw OCR text prompt,56,valid,1,0,0,0,1,100.0,1.000,9,244.7
OCR + regex masking,56,valid,1,4,0,4,1,100.0,0.564,9,244.7
OCR + generic de-identification,56,valid,1,4,0,4,1,100.0,0.564,9,244.7
OCR + Presidio receipt de-identification,56,valid,1,5,1,4,0,0.0,0.564,9,244.7
OCR + spaCy receipt de-identification,56,valid,1,7,1,6,0,0.0,0.327,9,244.7
Proposed multimodal mediation,56,valid,1,5,1,4,0,0.0,0.564,9,244.7
Raw OCR text prompt,57,valid,3,0,0,0,3,100.0,1.000,14,320.6
OCR + regex masking,57,valid,3,7,0,7,3,100.0,0.482,14,320.6
OCR + generic de-identification,57,valid,3,7,0,7,3,100.0,0.482,14,320.6
OCR + Presidio receipt de-identification,57,valid,3,7,0,7,3,100.0,0.482,14,320.6
OCR + spaCy receipt de-identification,57,valid,3,12,2,10,1,42.3,0.271,14,320.6
Proposed multimodal mediation,57,valid,3,13,3,10,0,0.0,0.212,14,320.6
Raw OCR text prompt,58,valid,2,0,0,0,2,100.0,1.000,11,232.3
OCR + regex masking,58,valid,2,4,0,4,2,100.0,0.636,11,232.3
OCR + generic de-identification,58,valid,2,6,2,4,0,0.0,0.636,11,232.3
OCR + Presidio receipt de-identification,58,valid,2,6,0,6,2,100.0,0.409,11,232.3
OCR + spaCy receipt de-identification,58,valid,2,11,2,9,0,0.0,0.152,11,232.3
Proposed multimodal mediation,58,valid,2,6,2,4,0,0.0,0.636,11,232.3
Raw OCR text prompt,59,valid,9,0,0,0,9,100.0,1.000,26,2195.4
OCR + regex masking,59,valid,9,12,0,12,9,100.0,0.449,26,2195.4
OCR + generic de-identification,59,valid,9,12,0,12,9,100.0,0.449,26,2195.4
OCR + Presidio receipt de-identification,59,valid,9,16,4,12,5,59.3,0.449,26,2195.4
OCR + spaCy receipt de-identification,59,valid,9,23,7,16,2,22.1,0.228,26,2195.4
Proposed multimodal mediation,59,valid,9,22,8,14,1,10.6,0.368,26,2195.4
Raw OCR text prompt,60,valid,2,0,0,0,2,100.0,1.000,5,502.4
OCR + regex masking,60,valid,2,2,0,2,2,100.0,0.391,5,502.4
OCR + generic de-identification,60,valid,2,3,1,2,1,60.5,0.391,5,502.4
OCR + Presidio receipt de-identification,60,valid,2,3,1,2,1,60.5,0.391,5,502.4
OCR + spaCy receipt de-identification,60,valid,2,5,2,3,0,0.0,0.174,5,502.4
Proposed multimodal mediation,60,valid,2,4,2,2,0,0.0,0.391,5,502.4
Raw OCR text prompt,61,valid,2,0,0,0,2,100.0,1.000,18,1247.2
OCR + regex masking,61,valid,2,9,0,9,2,100.0,0.700,18,1247.2
OCR + generic de-identification,61,valid,2,9,0,9,2,100.0,0.700,18,1247.2
OCR + Presidio receipt de-identification,61,valid,2,10,0,10,2,100.0,0.629,18,1247.2
OCR + spaCy receipt de-identification,61,valid,2,14,0,14,2,100.0,0.264,18,1247.2
Proposed multimodal mediation,61,valid,2,12,0,12,2,100.0,0.421,18,1247.2
Raw OCR text prompt,62,valid,3,0,0,0,3,100.0,1.000,17,419.7
OCR + regex masking,62,valid,3,9,1,8,2,84.8,0.470,17,419.7
OCR + generic de-identification,62,valid,3,9,1,8,2,84.8,0.470,17,419.7
OCR + Presidio receipt de-identification,62,valid,3,10,1,9,2,84.8,0.420,17,419.7
OCR + spaCy receipt de-identification,62,valid,3,16,3,13,0,0.0,0.200,17,419.7
Proposed multimodal mediation,62,valid,3,13,2,11,1,39.4,0.350,17,419.7
Raw OCR text prompt,63,valid,2,0,0,0,2,100.0,1.000,18,343.7
OCR + regex masking,63,valid,2,8,0,8,2,100.0,0.575,18,343.7
OCR + generic de-identification,63,valid,2,8,0,8,2,100.0,0.575,18,343.7
OCR + Presidio receipt de-identification,63,valid,2,11,1,10,1,36.0,0.469,18,343.7
OCR + spaCy receipt de-identification,63,valid,2,18,2,16,0,0.0,0.150,18,343.7
Proposed multimodal mediation,63,valid,2,13,2,11,0,0.0,0.442,18,343.7
Raw OCR text prompt,64,valid,1,0,0,0,1,100.0,1.000,8,207.7
OCR + regex masking,64,valid,1,4,0,4,1,100.0,0.468,8,207.7
OCR + generic de-identification,64,valid,1,5,1,4,0,0.0,0.468,8,207.7
OCR + Presidio receipt de-identification,64,valid,1,5,1,4,0,0.0,0.468,8,207.7
OCR + spaCy receipt de-identification,64,valid,1,8,1,7,0,0.0,0.149,8,207.7
Proposed multimodal mediation,64,valid,1,5,1,4,0,0.0,0.468,8,207.7
Raw OCR text prompt,65,valid,2,0,0,0,2,100.0,1.000,21,1767.4
OCR + regex masking,65,valid,2,9,0,9,2,100.0,0.619,21,1767.4
OCR + generic de-identification,65,valid,2,9,0,9,2,100.0,0.619,21,1767.4
OCR + Presidio receipt de-identification,65,valid,2,12,1,11,1,52.6,0.537,21,1767.4
OCR + spaCy receipt de-identification,65,valid,2,16,2,14,0,0.0,0.366,21,1767.4
Proposed multimodal mediation,65,valid,2,13,2,11,0,0.0,0.522,21,1767.4
Raw OCR text prompt,66,valid,1,0,0,0,1,100.0,1.000,6,245.0
OCR + regex masking,66,valid,1,1,0,1,1,100.0,0.821,6,245.0
OCR + generic de-identification,66,valid,1,1,0,1,1,100.0,0.821,6,245.0
OCR + Presidio receipt de-identification,66,valid,1,1,0,1,1,100.0,0.821,6,245.0
OCR + spaCy receipt de-identification,66,valid,1,4,1,3,0,0.0,0.536,6,245.0
Proposed multimodal mediation,66,valid,1,3,1,2,0,0.0,0.750,6,245.0
Raw OCR text prompt,67,valid,6,0,0,0,6,100.0,1.000,13,611.7
OCR + regex masking,67,valid,6,2,0,2,6,100.0,0.760,13,611.7
OCR + generic de-identification,67,valid,6,2,0,2,6,100.0,0.760,13,611.7
OCR + Presidio receipt de-identification,67,valid,6,2,0,2,6,100.0,0.760,13,611.7
OCR + spaCy receipt de-identification,67,valid,6,13,6,7,0,0.0,0.240,13,611.7
Proposed multimodal mediation,67,valid,6,3,1,2,5,88.3,0.760,13,611.7
Raw OCR text prompt,68,valid,1,0,0,0,1,100.0,1.000,10,324.3
OCR + regex masking,68,valid,1,1,0,1,1,100.0,0.898,10,324.3
OCR + generic de-identification,68,valid,1,1,0,1,1,100.0,0.898,10,324.3
OCR + Presidio receipt de-identification,68,valid,1,1,0,1,1,100.0,0.898,10,324.3
OCR + spaCy receipt de-identification,68,valid,1,6,1,5,0,0.0,0.542,10,324.3
Proposed multimodal mediation,68,valid,1,2,0,2,1,100.0,0.864,10,324.3
Raw OCR text prompt,69,valid,2,0,0,0,2,100.0,1.000,13,351.7
OCR + regex masking,69,valid,2,8,0,8,2,100.0,0.510,13,351.7
OCR + generic de-identification,69,valid,2,8,0,8,2,100.0,0.510,13,351.7
OCR + Presidio receipt de-identification,69,valid,2,9,1,8,1,39.3,0.510,13,351.7
OCR + spaCy receipt de-identification,69,valid,2,13,2,11,0,0.0,0.120,13,351.7
Proposed multimodal mediation,69,valid,2,11,2,9,0,0.0,0.360,13,351.7
Raw OCR text prompt,70,valid,3,0,0,0,3,100.0,1.000,16,368.8
OCR + regex masking,70,valid,3,7,0,7,3,100.0,0.580,16,368.8
OCR + generic de-identification,70,valid,3,7,0,7,3,100.0,0.580,16,368.8
OCR + Presidio receipt de-identification,70,valid,3,8,0,8,3,100.0,0.530,16,368.8
OCR + spaCy receipt de-identification,70,valid,3,14,3,11,0,0.0,0.350,16,368.8
Proposed multimodal mediation,70,valid,3,11,3,8,0,0.0,0.550,16,368.8
Raw OCR text prompt,71,valid,2,0,0,0,2,100.0,1.000,13,334.4
OCR + regex masking,71,valid,2,6,0,6,2,100.0,0.551,13,334.4
OCR + generic de-identification,71,valid,2,6,0,6,2,100.0,0.551,13,334.4
OCR + Presidio receipt de-identification,71,valid,2,6,0,6,2,100.0,0.551,13,334.4
OCR + spaCy receipt de-identification,71,valid,2,11,2,9,0,0.0,0.256,13,334.4
Proposed multimodal mediation,71,valid,2,8,2,6,0,0.0,0.551,13,334.4
Raw OCR text prompt,72,valid,4,0,0,0,4,100.0,1.000,13,295.0
OCR + regex masking,72,valid,4,6,2,4,2,61.0,0.696,13,295.0
OCR + generic de-identification,72,valid,4,6,2,4,2,61.0,0.696,13,295.0
OCR + Presidio receipt de-identification,72,valid,4,6,2,4,2,61.0,0.696,13,295.0
OCR + spaCy receipt de-identification,72,valid,4,11,3,8,1,31.7,0.278,13,295.0
Proposed multimodal mediation,72,valid,4,8,3,5,1,31.7,0.595,13,295.0
Raw OCR text prompt,73,valid,1,0,0,0,1,100.0,1.000,8,283.6
OCR + regex masking,73,valid,1,0,0,0,1,100.0,1.000,8,283.6
OCR + generic de-identification,73,valid,1,0,0,0,1,100.0,1.000,8,283.6
OCR + Presidio receipt de-identification,73,valid,1,0,0,0,1,100.0,1.000,8,283.6
OCR + spaCy receipt de-identification,73,valid,1,2,0,2,1,100.0,0.792,8,283.6
Proposed multimodal mediation,73,valid,1,0,0,0,1,100.0,1.000,8,283.6
Raw OCR text prompt,74,valid,1,0,0,0,1,100.0,1.000,10,293.2
OCR + regex masking,74,valid,1,4,0,4,1,100.0,0.657,10,293.2
OCR + generic de-identification,74,valid,1,4,0,4,1,100.0,0.657,10,293.2
OCR + Presidio receipt de-identification,74,valid,1,5,1,4,0,0.0,0.657,10,293.2
OCR + spaCy receipt de-identification,74,valid,1,6,1,5,0,0.0,0.600,10,293.2
Proposed multimodal mediation,74,valid,1,4,0,4,1,100.0,0.657,10,293.2
Raw OCR text prompt,75,valid,5,0,0,0,5,100.0,1.000,20,366.4
OCR + regex masking,75,valid,5,8,0,8,5,100.0,0.604,20,366.4
OCR + generic de-identification,75,valid,5,8,0,8,5,100.0,0.604,20,366.4
OCR + Presidio receipt de-identification,75,valid,5,9,0,9,5,100.0,0.505,20,366.4
OCR + spaCy receipt de-identification,75,valid,5,16,3,13,2,32.7,0.279,20,366.4
Proposed multimodal mediation,75,valid,5,14,4,10,1,23.6,0.441,20,366.4
Raw OCR text prompt,76,valid,4,0,0,0,4,100.0,1.000,14,478.3
OCR + regex masking,76,valid,4,7,1,6,3,90.3,0.471,14,478.3
OCR + generic de-identification,76,valid,4,7,1,6,3,90.3,0.471,14,478.3
OCR + Presidio receipt de-identification,76,valid,4,9,1,8,3,90.3,0.329,14,478.3
OCR + spaCy receipt de-identification,76,valid,4,11,3,8,1,8.1,0.329,14,478.3
Proposed multimodal mediation,76,valid,4,10,4,6,0,0.0,0.471,14,478.3
Raw OCR text prompt,77,valid,3,0,0,0,3,100.0,1.000,15,357.8
OCR + regex masking,77,valid,3,0,0,0,3,100.0,1.000,15,357.8
OCR + generic de-identification,77,valid,3,4,0,4,3,100.0,0.619,15,357.8
OCR + Presidio receipt de-identification,77,valid,3,10,1,9,2,57.7,0.231,15,357.8
OCR + spaCy receipt de-identification,77,valid,3,8,1,7,2,61.5,0.463,15,357.8
Proposed multimodal mediation,77,valid,3,5,0,5,3,100.0,0.592,15,357.8
Raw OCR text prompt,78,valid,4,0,0,0,4,100.0,1.000,15,423.2
OCR + regex masking,78,valid,4,6,0,6,4,100.0,0.613,15,423.2
OCR + generic de-identification,78,valid,4,6,0,6,4,100.0,0.613,15,423.2
OCR + Presidio receipt de-identification,78,valid,4,7,1,6,3,75.9,0.613,15,423.2
OCR + spaCy receipt de-identification,78,valid,4,14,4,10,0,0.0,0.204,15,423.2
Proposed multimodal mediation,78,valid,4,12,4,8,0,0.0,0.333,15,423.2
Raw OCR text prompt,79,valid,9,0,0,0,9,100.0,1.000,21,378.4
OCR + regex masking,79,valid,9,10,1,9,8,93.5,0.437,21,378.4
OCR + generic de-identification,79,valid,9,10,1,9,8,93.5,0.437,21,378.4
OCR + Presidio receipt de-identification,79,valid,9,12,2,10,7,80.6,0.379,21,378.4
OCR + spaCy receipt de-identification,79,valid,9,20,8,12,1,12.9,0.230,21,378.4
Proposed multimodal mediation,79,valid,9,16,7,9,2,22.6,0.437,21,378.4
Raw OCR text prompt,80,valid,1,0,0,0,1,100.0,1.000,6,415.7
OCR + regex masking,80,valid,1,2,0,2,1,100.0,0.613,6,415.7
OCR + generic de-identification,80,valid,1,2,0,2,1,100.0,0.613,6,415.7
OCR + Presidio receipt de-identification,80,valid,1,2,0,2,1,100.0,0.613,6,415.7
OCR + spaCy receipt de-identification,80,valid,1,5,1,4,0,0.0,0.323,6,415.7
Proposed multimodal mediation,80,valid,1,3,1,2,0,0.0,0.613,6,415.7
Raw OCR text prompt,81,valid,5,0,0,0,5,100.0,1.000,16,381.6
OCR + regex masking,81,valid,5,6,0,6,5,100.0,0.526,16,381.6
OCR + generic de-identification,81,valid,5,6,0,6,5,100.0,0.526,16,381.6
OCR + Presidio receipt de-identification,81,valid,5,7,1,6,4,77.8,0.526,16,381.6
OCR + spaCy receipt de-identification,81,valid,5,15,5,10,0,0.0,0.256,16,381.6
Proposed multimodal mediation,81,valid,5,11,5,6,0,0.0,0.526,16,381.6
Raw OCR text prompt,82,valid,4,0,0,0,4,100.0,1.000,15,393.0
OCR + regex masking,82,valid,4,7,1,6,3,84.9,0.554,15,393.0
OCR + generic de-identification,82,valid,4,7,1,6,3,84.9,0.554,15,393.0
OCR + Presidio receipt de-identification,82,valid,4,7,1,6,3,84.9,0.554,15,393.0
OCR + spaCy receipt de-identification,82,valid,4,12,4,8,0,0.0,0.410,15,393.0
Proposed multimodal mediation,82,valid,4,12,3,9,1,20.8,0.301,15,393.0
Raw OCR text prompt,83,valid,2,0,0,0,2,100.0,1.000,12,227.2
OCR + regex masking,83,valid,2,4,0,4,2,100.0,0.671,12,227.2
OCR + generic de-identification,83,valid,2,4,0,4,2,100.0,0.671,12,227.2
OCR + Presidio receipt de-identification,83,valid,2,4,0,4,2,100.0,0.671,12,227.2
OCR + spaCy receipt de-identification,83,valid,2,7,0,7,2,100.0,0.397,12,227.2
Proposed multimodal mediation,83,valid,2,5,1,4,1,23.5,0.671,12,227.2
Raw OCR text prompt,84,valid,5,0,0,0,5,100.0,1.000,13,489.6
OCR + regex masking,84,valid,5,5,1,4,4,91.5,0.676,13,489.6
OCR + generic de-identification,84,valid,5,6,2,4,3,78.9,0.676,13,489.6
OCR + Presidio receipt de-identification,84,valid,5,8,4,4,1,11.3,0.676,13,489.6
OCR + spaCy receipt de-identification,84,valid,5,10,5,5,0,0.0,0.521,13,489.6
Proposed multimodal mediation,84,valid,5,9,5,4,0,0.0,0.676,13,489.6
Raw OCR text prompt,85,valid,1,0,0,0,1,100.0,1.000,14,2062.7
OCR + regex masking,85,valid,1,6,0,6,1,100.0,0.614,14,2062.7
OCR + generic de-identification,85,valid,1,6,0,6,1,100.0,0.614,14,2062.7
OCR + Presidio receipt de-identification,85,valid,1,8,0,8,1,100.0,0.511,14,2062.7
OCR + spaCy receipt de-identification,85,valid,1,14,1,13,0,0.0,0.148,14,2062.7
Proposed multimodal mediation,85,valid,1,9,1,8,0,0.0,0.511,14,2062.7
Raw OCR text prompt,86,valid,3,0,0,0,3,100.0,1.000,10,308.0
OCR + regex masking,86,valid,3,7,3,4,0,0.0,0.607,10,308.0
OCR + generic de-identification,86,valid,3,7,3,4,0,0.0,0.607,10,308.0
OCR + Presidio receipt de-identification,86,valid,3,7,3,4,0,0.0,0.607,10,308.0
OCR + spaCy receipt de-identification,86,valid,3,9,3,6,0,0.0,0.311,10,308.0
Proposed multimodal mediation,86,valid,3,7,3,4,0,0.0,0.607,10,308.0
Raw OCR text prompt,87,valid,3,0,0,0,3,100.0,1.000,13,324.6
OCR + regex masking,87,valid,3,4,0,4,3,100.0,0.686,13,324.6
OCR + generic de-identification,87,valid,3,4,0,4,3,100.0,0.686,13,324.6
OCR + Presidio receipt de-identification,87,valid,3,5,1,4,2,80.5,0.686,13,324.6
OCR + spaCy receipt de-identification,87,valid,3,11,2,9,1,7.3,0.229,13,324.6
Proposed multimodal mediation,87,valid,3,5,1,4,2,26.8,0.686,13,324.6
Raw OCR text prompt,88,valid,11,0,0,0,11,100.0,1.000,18,851.3
OCR + regex masking,88,valid,11,4,0,4,11,100.0,0.550,18,851.3
OCR + generic de-identification,88,valid,11,5,1,4,10,89.2,0.550,18,851.3
OCR + Presidio receipt de-identification,88,valid,11,6,2,4,9,79.3,0.550,18,851.3
OCR + spaCy receipt de-identification,88,valid,11,18,11,7,0,0.0,0.283,18,851.3
Proposed multimodal mediation,88,valid,11,6,2,4,9,82.2,0.550,18,851.3
Raw OCR text prompt,89,valid,2,0,0,0,2,100.0,1.000,13,252.8
OCR + regex masking,89,valid,2,4,0,4,2,100.0,0.706,13,252.8
OCR + generic de-identification,89,valid,2,4,0,4,2,100.0,0.706,13,252.8
OCR + Presidio receipt de-identification,89,valid,2,5,1,4,1,51.1,0.706,13,252.8
OCR + spaCy receipt de-identification,89,valid,2,10,2,8,0,0.0,0.353,13,252.8
Proposed multimodal mediation,89,valid,2,6,0,6,2,100.0,0.506,13,252.8
Raw OCR text prompt,90,valid,1,0,0,0,1,100.0,1.000,21,307.6
OCR + regex masking,90,valid,1,1,0,1,1,100.0,0.975,21,307.6
OCR + generic de-identification,90,valid,1,1,0,1,1,100.0,0.975,21,307.6
OCR + Presidio receipt de-identification,90,valid,1,1,0,1,1,100.0,0.975,21,307.6
OCR + spaCy receipt de-identification,90,valid,1,16,1,15,0,0.0,0.344,21,307.6
Proposed multimodal mediation,90,valid,1,8,1,7,0,0.0,0.675,21,307.6
Raw OCR text prompt,91,valid,2,0,0,0,2,100.0,1.000,14,251.8
OCR + regex masking,91,valid,2,6,1,5,1,71.4,0.701,14,251.8
OCR + generic de-identification,91,valid,2,6,1,5,1,71.4,0.701,14,251.8
OCR + Presidio receipt de-identification,91,valid,2,6,1,5,1,71.4,0.701,14,251.8
OCR + spaCy receipt de-identification,91,valid,2,9,1,8,1,71.4,0.460,14,251.8
Proposed multimodal mediation,91,valid,2,8,2,6,0,0.0,0.609,14,251.8
Raw OCR text prompt,92,valid,2,0,0,0,2,100.0,1.000,15,1276.6
OCR + regex masking,92,valid,2,6,0,6,2,100.0,0.663,15,1276.6
OCR + generic de-identification,92,valid,2,6,0,6,2,100.0,0.663,15,1276.6
OCR + Presidio receipt de-identification,92,valid,2,8,0,8,2,100.0,0.495,15,1276.6
OCR + spaCy receipt de-identification,92,valid,2,10,1,9,1,40.9,0.453,15,1276.6
Proposed multimodal mediation,92,valid,2,7,0,7,2,100.0,0.589,15,1276.6
Raw OCR text prompt,93,valid,11,0,0,0,11,100.0,1.000,19,397.5
OCR + regex masking,93,valid,11,5,0,5,11,100.0,0.507,19,397.5
OCR + generic de-identification,93,valid,11,5,0,5,11,100.0,0.507,19,397.5
OCR + Presidio receipt de-identification,93,valid,11,5,0,5,11,100.0,0.507,19,397.5
OCR + spaCy receipt de-identification,93,valid,11,13,6,7,5,45.8,0.388,19,397.5
Proposed multimodal mediation,93,valid,11,6,1,5,10,91.0,0.507,19,397.5
Raw OCR text prompt,94,valid,2,0,0,0,2,100.0,1.000,17,647.8
OCR + regex masking,94,valid,2,6,0,6,2,100.0,0.714,17,647.8
OCR + generic de-identification,94,valid,2,6,0,6,2,100.0,0.714,17,647.8
OCR + Presidio receipt de-identification,94,valid,2,6,0,6,2,100.0,0.714,17,647.8
OCR + spaCy receipt de-identification,94,valid,2,9,1,8,1,28.1,0.588,17,647.8
Proposed multimodal mediation,94,valid,2,7,0,7,2,100.0,0.647,17,647.8
Raw OCR text prompt,95,valid,2,0,0,0,2,100.0,1.000,14,291.7
OCR + regex masking,95,valid,2,7,0,7,2,100.0,0.568,14,291.7
OCR + generic de-identification,95,valid,2,7,0,7,2,100.0,0.568,14,291.7
OCR + Presidio receipt de-identification,95,valid,2,7,0,7,2,100.0,0.568,14,291.7
OCR + spaCy receipt de-identification,95,valid,2,14,2,12,0,0.0,0.137,14,291.7
Proposed multimodal mediation,95,valid,2,11,2,9,0,0.0,0.411,14,291.7
Raw OCR text prompt,96,valid,0,0,0,0,0,0.0,1.000,13,340.9
OCR + regex masking,96,valid,0,3,0,3,0,0.0,0.832,13,340.9
OCR + generic de-identification,96,valid,0,4,0,4,0,0.0,0.645,13,340.9
OCR + Presidio receipt de-identification,96,valid,0,5,0,5,0,0.0,0.579,13,340.9
OCR + spaCy receipt de-identification,96,valid,0,8,0,8,0,0.0,0.393,13,340.9
Proposed multimodal mediation,96,valid,0,4,0,4,0,0.0,0.645,13,340.9
Raw OCR text prompt,97,valid,1,0,0,0,1,100.0,1.000,9,265.5
OCR + regex masking,97,valid,1,4,0,4,1,100.0,0.531,9,265.5
OCR + generic de-identification,97,valid,1,4,0,4,1,100.0,0.531,9,265.5
OCR + Presidio receipt de-identification,97,valid,1,5,0,5,1,100.0,0.490,9,265.5
OCR + spaCy receipt de-identification,97,valid,1,8,1,7,0,0.0,0.265,9,265.5
Proposed multimodal mediation,97,valid,1,5,1,4,0,0.0,0.531,9,265.5
Raw OCR text prompt,98,valid,1,0,0,0,1,100.0,1.000,7,200.6
OCR + regex masking,98,valid,1,3,0,3,1,100.0,0.512,7,200.6
OCR + generic de-identification,98,valid,1,4,1,3,0,0.0,0.512,7,200.6
OCR + Presidio receipt de-identification,98,valid,1,4,1,3,0,0.0,0.512,7,200.6
OCR + spaCy receipt de-identification,98,valid,1,6,1,5,0,0.0,0.302,7,200.6
Proposed multimodal mediation,98,valid,1,4,1,3,0,0.0,0.512,7,200.6
Raw OCR text prompt,99,valid,4,0,0,0,4,100.0,1.000,14,341.1
OCR + regex masking,99,valid,4,0,0,0,4,100.0,1.000,14,341.1
OCR + generic de-identification,99,valid,4,0,0,0,4,100.0,1.000,14,341.1
OCR + Presidio receipt de-identification,99,valid,4,4,2,2,2,65.6,0.867,14,341.1
OCR + spaCy receipt de-identification,99,valid,4,4,2,2,2,57.8,0.867,14,341.1
Proposed multimodal mediation,99,valid,4,0,0,0,4,100.0,1.000,14,341.1
